LSOA21CD,2021 super output area - lower layer,unemployment_rate_percent,level4_qualification_percent,detached_housing_percent,terraced_housing_percent,total_rent_ratio_percent,non_overcrowded_percent,no2_concentration_ugm3,so2_concentration_ugm3,pm10_concentration_ugm3,ndvi_passive_green_space
E01006134,E01006134 : Trafford 028A,3.66,57.41,74.9,3.23,7.21,99.24098672,11.35,1.5,11.68,0.66
E01006135,E01006135 : Trafford 028B,3.58,53.84,65.44,5.38,13.67,98.76923077,11.88,1.59,11.28,0.58
E01006136,E01006136 : Trafford 028C,2.9,56.24,72.9,7.42,12.12,97.58842444,11.69,1.6,11.58,0.57
E01006137,E01006137 : Trafford 028D,2.23,55.85,94.39,1.87,12.27,98.12889813,10.82,1.56,11.1,0.58
E01006138,E01006138 : Trafford 028E,4.29,48.2,29.36,8.97,30.56,97.68934531,12.48,1.67,11.53,0.56
E01006315,E01006315 : Wigan 001A,1.8,37.19,36.42,5.71,10.32,98.45679012,10.15,1.9,12.5,0.46
E01006316,E01006316 : Wigan 001B,3.88,40.76,52.26,11.64,10.45,98.57651246,11.37,1.97,13.53,0.43
E01006317,E01006317 : Wigan 001C,3.82,25.54,11.59,18.76,25.17,97.79310345,10.18,1.88,12.77,0.4
E01006319,E01006319 : Wigan 001D,2.97,39.28,63.7,16.44,17.29,98.46153846,11.26,1.9,13.39,0.43
E01006229,E01006229 : Wigan 002A,4.88,38.05,47.92,20.49,18.34,98.15100154,10.92,2.11,12.9,0.48
E01006230,E01006230 : Wigan 002B,2.94,43.07,57.71,7.07,12.33,98.7224158,10.06,2.01,11.97,0.49
E01006233,E01006233 : Wigan 002C,3.14,45.65,65.07,1.6,4.08,99.46808511,10.64,2.28,12.51,0.49
E01006237,E01006237 : Wigan 002D,3.88,40.28,49.5,10.9,10.03,99.12280702,9.61,1.95,12.36,0.45
E01006238,E01006238 : Wigan 002E,7.07,22.84,3.35,32.04,53.62,93.29758713,10.51,1.89,12.65,0.43
E01006259,E01006259 : Wigan 003A,3.27,30.21,38.99,13.18,21.12,97.64492754,11.13,2.39,13.07,0.47
E01006312,E01006312 : Wigan 003B,4.07,31,37.66,7.53,10.27,99.35897436,11.25,2.13,13.05,0.39
E01006313,E01006313 : Wigan 003C,5.52,32.52,15.62,44.48,41.02,95.93220339,11.76,1.89,13.12,0.46
E01006314,E01006314 : Wigan 003D,3.21,35.31,33.46,6.54,14.23,97.22572509,10.89,2,12.88,0.47
E01006318,E01006318 : Wigan 003E,3.84,29.85,23.66,5.05,7.41,99.36908517,11.33,1.94,13.83,0.4
E01006320,E01006320 : Wigan 003F,1.79,34.56,28.24,6.22,7.64,99.11190053,10.19,2.43,12.89,0.45
E01006321,E01006321 : Wigan 003G,1.66,40.02,48.91,1.31,9.01,99.41605839,10.21,2.14,12.07,0.44
E01006231,E01006231 : Wigan 004A,3.29,34.65,42.97,15.47,13.59,98.28125,10.13,2.11,11.74,0.58
E01006232,E01006232 : Wigan 004B,2.84,40.9,30.3,22.78,17.02,98.52034525,10.35,2.13,12.01,0.61
E01006234,E01006234 : Wigan 004C,5.26,22.13,20.49,17.29,22.7,96.8164794,10.2,2.26,12.41,0.4
E01006235,E01006235 : Wigan 004D,4.44,21.9,10.1,9.82,54.53,95.59032717,10.7,2.25,12.03,0.49
E01006253,E01006253 : Wigan 005A,7.53,19.48,8.14,19.23,42.28,95.99406528,11.26,2.54,13.33,0.39
E01006254,E01006254 : Wigan 005B,9.96,19.18,4.89,25.12,64.05,94.44444444,11.23,2.54,13.19,0.46
E01006255,E01006255 : Wigan 005C,3.3,28.53,16.89,33.03,14.46,98.79154079,12.29,3.16,13.64,0.36
E01006256,E01006256 : Wigan 005D,4.32,25.28,15.77,26.82,40.94,97.4393531,11.52,2.83,13.64,0.39
E01006260,E01006260 : Wigan 005E,7.29,19.33,12.18,29.11,47.88,96.53543307,11.03,2.45,12.97,0.43
E01006370,E01006370 : Wigan 006A,4.78,39.03,6.23,24.5,58.97,91.74603175,13.31,2.62,12.84,0.26
E01006372,E01006372 : Wigan 006B,2.4,48.73,66.11,1.82,8.64,99.69742814,11.29,2.45,12.61,0.53
E01006373,E01006373 : Wigan 006C,3.82,41.79,11.99,20.66,14.69,99.52606635,13.11,2.86,13.18,0.42
E01006374,E01006374 : Wigan 006D,2.3,38.74,12.87,10.36,10.95,99.85185185,13.11,2.86,13.18,0.36
E01006390,E01006390 : Wigan 006E,4.12,22.89,11.57,21.59,38.91,97.13914174,13.07,2.57,12.87,0.39
E01006236,E01006236 : Wigan 007A,2.24,34.7,43.02,23.88,10.36,98.27338129,11.17,2.54,12.78,0.56
E01006388,E01006388 : Wigan 007B,4.99,22.36,15.12,18.09,38.61,97.52168525,11.89,2.53,13.1,0.4
E01006389,E01006389 : Wigan 007C,4.4,24.45,36.29,1.97,23.08,97.43589744,12.58,2.86,14,0.41
E01006391,E01006391 : Wigan 007D,3.19,22.47,10.36,14.56,13.83,97.29323308,12.34,2.68,13.54,0.35
E01006257,E01006257 : Wigan 008A,4.66,30,5.07,65.67,26.78,97.93233083,12.21,3.4,14.31,0.25
E01006258,E01006258 : Wigan 008B,3.93,22.6,15.47,42.9,29.01,98.17158931,12.25,3.28,13.98,0.32
E01006369,E01006369 : Wigan 008C,6.92,24.37,4.12,54.79,64.97,93.67816092,12.91,3.01,13.73,0.22
E01006371,E01006371 : Wigan 008D,5.13,30.83,3.54,78.46,22.58,96.7642527,12.21,3.4,14.31,0.26
E01006375,E01006375 : Wigan 008E,4.15,37.16,6.72,27.42,32.75,97.71505376,13.69,2.93,13.75,0.31
E01006306,E01006306 : Wigan 009A,10.48,15.77,3.25,46.51,74.88,94.47115385,12.32,2.81,13.37,0.3
E01006307,E01006307 : Wigan 009B,7,17.03,12.03,20.43,49.02,95.40229885,12.02,2.66,12.68,0.36
E01006386,E01006386 : Wigan 009C,15.99,14.05,2.36,20.52,87.45,92.06008584,13.1,2.74,13.43,0.42
E01006387,E01006387 : Wigan 009D,5.6,21.25,7.5,52.71,36.82,96.85863874,13.44,2.73,13.55,0.35
E01006392,E01006392 : Wigan 009E,10.37,17.66,5,47.67,68.95,93.5,12.41,2.83,13.52,0.41
E01006350,E01006350 : Wigan 010A,10.96,14.68,3.39,24.25,67.93,90.92140921,12.04,3.19,14.08,0.47
E01006351,E01006351 : Wigan 010B,10.15,17.23,5.06,7.93,80.23,92.53731343,11.82,2.66,13.59,0.45
E01006357,E01006357 : Wigan 010C,10.16,12.21,4.35,28.3,74.81,93.15707621,12.22,2.55,13.56,0.47
E01006360,E01006360 : Wigan 010D,11.93,14.57,5.94,41.88,72.21,94.65317919,12.41,2.19,13.16,0.43
E01006361,E01006361 : Wigan 010E,8.52,15.95,5.6,44.93,65.96,93.49470499,11.83,2.45,13.47,0.41
E01006356,E01006356 : Wigan 011A,6.9,14.42,2.98,26.27,47.82,95.27972028,12.06,2.22,13.31,0.45
E01006396,E01006396 : Wigan 011B,2.79,24.92,41.56,13.58,17,97.83333333,12.21,2.05,13.13,0.4
E01006397,E01006397 : Wigan 011C,7.14,15.19,1.77,41.7,53.79,92.74336283,13.45,2,13.16,0.43
E01006398,E01006398 : Wigan 011D,5.81,16.83,6.37,22.38,47.13,95.90163934,12.17,2.07,13.39,0.4
E01006399,E01006399 : Wigan 011E,4.8,27.31,11.59,38.63,37.71,95.41547278,11.58,2.17,13.42,0.42
E01006305,E01006305 : Wigan 012A,11.61,15.1,4.91,3.57,62.43,95.11111111,11.83,2.65,12.89,0.43
E01006308,E01006308 : Wigan 012B,6.44,16.32,8.3,46.78,54.43,93.68723099,11.56,2.62,12.72,0.3
E01006309,E01006309 : Wigan 012C,7.72,17.68,8.12,40.43,52.09,92.56965944,11.72,2.63,12.79,0.4
E01006310,E01006310 : Wigan 012D,6.94,18.53,4.64,42.76,56.4,94.23347398,11.72,2.51,12.69,0.39
E01006311,E01006311 : Wigan 012E,6.32,16.76,7.23,15.41,45.43,92.44094488,12.44,2.88,13.51,0.45
E01006269,E01006269 : Wigan 013A,5.19,19.79,17.09,23.69,41.81,94.63414634,11.25,2.68,12.63,0.37
E01006271,E01006271 : Wigan 013B,2.69,28.99,25.1,27.77,21.02,97.86096257,11.29,2.7,13.04,0.4
E01006272,E01006272 : Wigan 013C,5.8,20.82,8.3,54.94,40.63,94.61942257,11.13,2.58,12.69,0.32
E01006273,E01006273 : Wigan 013D,7.34,19.98,14.31,40.18,40.4,95.43378995,11.35,2.89,13.17,0.47
E01006276,E01006276 : Wigan 013E,4.61,26.54,34.49,34.27,20.27,97.19416386,10.79,2.49,12.97,0.37
E01006353,E01006353 : Wigan 014A,3.07,21.76,11.48,26.44,25.64,97.88838612,11.85,2.44,13.45,0.34
E01006354,E01006354 : Wigan 014B,6.42,18.63,3.03,34.61,46.74,95.11041009,11.69,2.42,13.35,0.3
E01006355,E01006355 : Wigan 014C,4.65,21.56,6.04,42.59,28.78,96.69064748,11.84,2.35,13.77,0.3
E01006358,E01006358 : Wigan 014D,3.44,18.11,14.21,23.32,41.17,96.86147186,11.71,2.21,13.73,0.31
E01006359,E01006359 : Wigan 014E,5.9,19.77,5.24,36.49,38.82,95.10961214,11.83,2.3,14.02,0.33
E01006349,E01006349 : Wigan 015A,4.46,31.89,7.3,29.39,47.78,96.45669291,12.15,2.93,13.5,0.2
E01006352,E01006352 : Wigan 015B,5.09,24.22,6.67,61.22,41.59,95.84775087,12.09,3.08,13.97,0.31
E01006404,E01006404 : Wigan 015C,5.39,20.16,9.95,46.87,46.79,95.51020408,12.36,2.36,13.31,0.4
E01006405,E01006405 : Wigan 015D,6.02,18.41,12.25,45.83,44.56,94.8035488,12.47,2.46,12.84,0.4
E01006411,E01006411 : Wigan 015E,14.63,17.18,4.92,41.13,74.63,95.5290611,12.48,2.58,13.51,0.44
E01006270,E01006270 : Wigan 016A,8.57,15.74,8.37,7.74,52.05,97.00315457,11.02,2.77,13.13,0.49
E01006274,E01006274 : Wigan 016B,7.12,15.91,3.88,54.18,53.5,89.40298507,10.85,2.54,12.82,0.33
E01006275,E01006275 : Wigan 016C,8.28,14.13,4.53,35.38,63.34,93.71345029,10.91,2.63,13.13,0.46
E01006277,E01006277 : Wigan 016D,4.17,29.2,72.59,6.96,12.72,97.62611276,10.73,2.42,13.04,0.43
E01006286,E01006286 : Wigan 016E,4.44,18.4,7.43,9.43,22.11,98.2832618,10.8,2.52,12.94,0.39
E01006239,E01006239 : Wigan 017A,11.65,17.69,3.41,30.66,65.67,95.4,11.71,2.1,12.28,0.39
E01006240,E01006240 : Wigan 017B,11.11,14.55,2.64,16.36,67.55,90.19933555,11.6,2.09,12.24,0.53
E01006241,E01006241 : Wigan 017C,6.49,27.18,11.98,14.43,41.16,91.10429448,11.54,2.2,12.28,0.42
E01006287,E01006287 : Wigan 017D,3.18,25.96,34.65,0.41,7.05,98.13278008,11.72,1.99,12.33,0.4
E01006289,E01006289 : Wigan 017E,12.13,16.57,4.07,30.09,66.17,95.6736712,11.72,1.99,12.33,0.45
E01006362,E01006362 : Wigan 018A,4.55,32.15,16.87,16.74,12.86,98.49315068,11.88,2,13.31,0.4
E01006363,E01006363 : Wigan 018B,1.86,27.41,7.16,1.97,6.6,99.29971989,11.92,2.18,13.04,0.35
E01006364,E01006364 : Wigan 018C,3.5,31.75,20.96,29.64,35.79,96.37681159,11.26,2.23,13.36,0.41
E01006365,E01006365 : Wigan 018D,3.81,39.48,52.75,18.12,13.78,98.62542955,10.34,2.06,13.32,0.4
E01006366,E01006366 : Wigan 018E,3.11,32.5,17.59,27.7,29.72,97.93103448,10.06,2.06,13.23,0.45
E01006367,E01006367 : Wigan 018F,2.45,35.72,28.46,19.79,9.46,98.05950841,10.03,2.17,13.26,0.43
E01006368,E01006368 : Wigan 018G,3.92,32.94,29.89,18.59,18.96,97.81287971,10.96,2.21,13.4,0.42
E01006278,E01006278 : Wigan 019A,5.37,19.09,5.23,28.86,26.65,96.23655914,10.96,2.27,12.59,0.31
E01006279,E01006279 : Wigan 019B,2.99,25.25,27.07,14.87,11.42,98.43505477,10.96,2.27,12.59,0.32
E01006280,E01006280 : Wigan 019C,5.36,18.53,6.28,23.08,27.7,97.34789392,10.58,2.28,12.65,0.35
E01006281,E01006281 : Wigan 019D,2.63,25.41,26.2,25.06,13.1,96.85138539,11.94,2.39,12.72,0.39
E01006285,E01006285 : Wigan 019E,2.87,26.32,40.95,6.32,8,98.78493317,11.04,2.61,12.89,0.36
E01006406,E01006406 : Wigan 020A,3.06,17.46,4.03,10,15.67,99.19093851,12.2,2.48,12.69,0.33
E01006407,E01006407 : Wigan 020B,3.54,22.63,5.71,8.07,9.26,97.14285714,12.2,2.36,12.97,0.37
E01006408,E01006408 : Wigan 020C,5.67,20.48,5.26,25.28,44.03,96.15931721,12.78,2.35,13.32,0.46
E01006409,E01006409 : Wigan 020D,3.59,21.25,7.64,3.13,8.52,98.95652174,12.95,2.21,13.34,0.33
E01006410,E01006410 : Wigan 020E,3.09,28.34,60.3,9.74,8.07,98.5046729,13.64,2.19,13.71,0.4
E01006393,E01006393 : Wigan 021A,3.72,25.74,21.09,2.8,12.87,97.69736842,12.06,2.04,14.06,0.37
E01006394,E01006394 : Wigan 021B,3.82,32.12,44.43,8.51,6.67,98.45201238,11.03,2.04,14.09,0.41
E01006395,E01006395 : Wigan 021C,2.05,35.85,56.63,3.34,5.07,98.48975189,11.42,2,13.33,0.41
E01006400,E01006400 : Wigan 021D,2.71,35.2,39.92,4.53,9.6,98.49315068,12.13,2.21,13.74,0.37
E01006401,E01006401 : Wigan 021E,2.17,26.51,17.68,10.89,6.25,98.21109123,10.82,2.19,13.83,0.45
E01006402,E01006402 : Wigan 021F,2.57,26.69,20.64,0.21,3.82,98.08917197,11.8,2.17,14.42,0.39
E01006403,E01006403 : Wigan 021G,3.19,24.23,25.11,0.74,7.69,98.67060561,13.04,2.13,13.34,0.34
E01006290,E01006290 : Wigan 022A,2.33,26.95,10.58,30.13,14.08,97.59615385,11.59,1.95,12.36,0.38
E01006291,E01006291 : Wigan 022B,6.92,21.26,4.1,47,37.85,95.48104956,11.55,1.99,12.26,0.28
E01006292,E01006292 : Wigan 022C,4.41,20.73,8.72,36.39,19.41,97.70642202,11.49,1.98,12.09,0.37
E01006293,E01006293 : Wigan 022D,6.84,23.79,12.95,43.33,42.36,95.75596817,11.35,2,12.05,0.4
E01006242,E01006242 : Wigan 023A,4.31,24,3.9,46.73,30.57,95.39700806,11.65,2.08,12.36,0.32
E01006243,E01006243 : Wigan 023B,3.38,27.25,19.63,31.31,20.79,98.56670342,12.04,2.18,12.54,0.41
E01006244,E01006244 : Wigan 023C,5.81,19.09,5.96,56.52,49.78,94.60067492,11.52,1.98,12.37,0.23
E01006245,E01006245 : Wigan 023D,4.06,27.98,24.55,31.52,29.54,97.93637145,12.57,2.18,12.54,0.41
E01006213,E01006213 : Wigan 024A,8.85,16.81,9.29,43.86,61.65,94.1260745,11.24,2.56,12.76,0.47
E01006215,E01006215 : Wigan 024B,6.87,16.85,8.87,51.39,56.92,95.50858653,11.77,2.59,13.35,0.42
E01006217,E01006217 : Wigan 024C,5.39,20.52,23.48,28.39,38.45,94.97326203,11.32,2.55,12.45,0.37
E01006218,E01006218 : Wigan 024D,5.08,21.68,18.46,54.89,43.79,95.39078156,11.34,2.55,12.85,0.36
E01006219,E01006219 : Wigan 024E,5.06,20.72,3.07,16.67,17.56,97.89674952,11.28,2.41,13.46,0.35
E01006288,E01006288 : Wigan 025A,7.87,21.59,4.49,15.3,62.45,92.7344782,11.71,1.92,11.97,0.43
E01006294,E01006294 : Wigan 025B,4.86,25.45,12.76,64.91,45.66,93.51648352,11.7,1.9,11.75,0.27
E01006295,E01006295 : Wigan 025C,4.46,22.56,3.39,63.99,47,93.6329588,11.64,1.97,11.74,0.32
E01006377,E01006377 : Wigan 025D,3.06,33.16,51.14,10.5,9.41,98.78603945,12.12,1.86,12.1,0.46
E01006378,E01006378 : Wigan 025E,2.93,29.05,35.07,2.52,8.11,99.15966387,12.3,1.88,12.14,0.4
E01006212,E01006212 : Wigan 026A,4.5,20.63,15.92,6.85,18.38,97.06896552,11.12,2.36,13.24,0.42
E01006214,E01006214 : Wigan 026B,6.3,19.14,5.1,62.34,40.89,93.7806874,11.96,2.67,13.67,0.34
E01006216,E01006216 : Wigan 026C,5.09,24.48,20.11,16.57,23.6,97.14937286,11.24,2.34,12.9,0.37
E01006322,E01006322 : Wigan 026D,6.37,23.87,11.9,26.32,44.46,96.34285714,10.78,2.16,12.46,0.47
E01006329,E01006329 : Wigan 026E,7.68,19.42,8.62,24.44,43.33,94.87704918,10.76,2.23,12.55,0.45
E01006282,E01006282 : Wigan 027A,4.91,23.48,26.2,30.35,32.44,94.93333333,11.88,2.23,12.77,0.45
E01006283,E01006283 : Wigan 027B,8.56,20.87,24.58,29.58,50.49,92.78779473,11.7,2.11,12.45,0.4
E01006284,E01006284 : Wigan 027C,5.92,20.13,3.13,11.61,44.28,92.42199108,11.04,2.18,12.77,0.38
E01006336,E01006336 : Wigan 027D,11.21,13.43,2.85,61.25,77.29,92.87749288,12.71,2.28,12.77,0.36
E01006337,E01006337 : Wigan 027E,4.97,25.94,13.75,30.19,27.84,96.86098655,12.91,2.26,12.65,0.39
E01006376,E01006376 : Wigan 028A,6.69,19.68,10.32,24.48,49.32,95.22510232,11.72,1.96,11.86,0.46
E01006381,E01006381 : Wigan 028B,3.78,35.48,58.03,11.4,14.25,98.31824062,11.69,2,11.7,0.44
E01006382,E01006382 : Wigan 028C,2.13,35.27,34.57,0.39,4.3,99.21722114,11.94,1.83,12.23,0.47
E01006383,E01006383 : Wigan 028D,5.85,29.25,24.08,1.28,19.39,96.95024077,11.67,1.9,11.55,0.39
E01006384,E01006384 : Wigan 028E,3.94,30.17,13.92,4.92,16.21,98.45626072,11.74,1.87,11.81,0.41
E01006250,E01006250 : Wigan 029A,2.64,35.7,33.08,14.19,11.39,98.79518072,12.08,2.07,11.81,0.41
E01006251,E01006251 : Wigan 029B,3.89,32.28,40,25.65,12.84,98.17073171,11.4,1.99,11.59,0.53
E01006379,E01006379 : Wigan 029C,4.73,29.63,16.11,19.01,15.26,96.66666667,13.09,2.09,12.13,0.38
E01006380,E01006380 : Wigan 029D,3.69,36.26,32.17,18.26,34.03,98.51787271,12.75,2.09,12.05,0.36
E01006385,E01006385 : Wigan 029E,3.41,29.59,18.5,4,8.47,98.99833055,11.74,1.88,11.86,0.4
E01006328,E01006328 : Wigan 030A,9.75,19.48,2.99,70.13,54.89,93.17211949,12.04,2.12,12.29,0.19
E01006333,E01006333 : Wigan 030B,7.95,22.31,5.52,56.02,56.02,93.49112426,12.7,2.22,12.51,0.18
E01006334,E01006334 : Wigan 030C,9.14,19.12,3.42,75.86,60.16,92.35412475,12.08,2.18,12.59,0.19
E01006338,E01006338 : Wigan 030D,7.48,24.38,5.34,50.89,43.44,96.81122449,12.51,2.23,12.61,0.29
E01006248,E01006248 : Wigan 031A,9.69,24.21,14.16,21.58,54.5,93.45703125,12.15,2.13,12.22,0.51
E01006249,E01006249 : Wigan 031B,6.49,22.39,9.45,17.69,44.58,95.63909774,12.25,2.07,12.31,0.5
E01006330,E01006330 : Wigan 031C,1.31,28.71,35.74,8.56,11.49,98.35329341,12.93,2.26,12.57,0.41
E01006331,E01006331 : Wigan 031D,1.75,33.2,41.34,3.9,5.62,97.35202492,13.24,2.28,12.55,0.48
E01006332,E01006332 : Wigan 031E,3.85,26.67,18.7,26.07,35.75,97.68976898,12.91,2.25,12.49,0.33
E01006262,E01006262 : Wigan 032A,6.14,21.72,24.93,23.22,47.86,96.87055477,13.35,2.44,13.76,0.42
E01006263,E01006263 : Wigan 032B,2.44,30.36,32.92,3.42,6.4,98.12206573,13.98,2.75,14.3,0.45
E01006266,E01006266 : Wigan 032C,3.98,21.39,9.42,11.5,9.74,98.55769231,12.86,2.29,13.66,0.33
E01006267,E01006267 : Wigan 032D,7.37,16.36,2.61,17.01,64.56,93.28767123,13.7,2.4,14.09,0.45
E01006268,E01006268 : Wigan 032E,6.16,25.39,26.61,35.19,31.43,97.71428571,13.78,2.69,14.16,0.37
E01006323,E01006323 : Wigan 033A,5.95,17.07,3.74,6.85,45.78,96.41744548,11.1,2.06,12.2,0.36
E01006324,E01006324 : Wigan 033B,6.18,19.05,3.15,38.74,44.44,97.47634069,12.04,2.12,12,0.35
E01006325,E01006325 : Wigan 033C,6.07,22.34,9.89,25.27,23.19,96.69811321,11.66,2.19,12.42,0.38
E01006326,E01006326 : Wigan 033D,7.56,17.6,2.73,85.34,45.26,95.97701149,12.04,2.12,12.29,0.23
E01006327,E01006327 : Wigan 033E,5.27,29.25,10.51,25,45.59,95.26963103,11.54,2.33,12.77,0.41
E01006246,E01006246 : Wigan 034A,6.12,21.79,11.14,30.5,33.8,96.7877095,12.14,2.05,12.19,0.42
E01006247,E01006247 : Wigan 034B,3.83,22.94,19.93,9.42,15.58,97.63205829,12.04,2.13,12.56,0.41
E01006252,E01006252 : Wigan 034C,4.85,26.69,16.51,36.06,14.72,98.72,13.26,2.29,12.63,0.41
E01006297,E01006297 : Wigan 034D,6.13,19.61,1.76,64.14,61.03,94.72259811,12.04,2.09,12.42,0.29
E01006335,E01006335 : Wigan 034E,6.06,20.44,6.52,64.15,46.28,93.35071708,12.99,2.22,12.63,0.25
E01006220,E01006220 : Wigan 035A,7.82,18.98,10.66,19.61,45.87,96.05263158,13.13,2.88,14.24,0.42
E01006221,E01006221 : Wigan 035B,4.62,24.4,9.96,25.4,22.54,96.23188406,13.72,2.86,14.24,0.36
E01006222,E01006222 : Wigan 035C,4.06,26.99,44.32,5.36,8.36,98.73817035,13.45,3.16,14.26,0.4
E01006224,E01006224 : Wigan 035D,2.48,32.4,56.8,0.2,8.82,98.79275654,14.49,2.56,15.03,0.42
E01006226,E01006226 : Wigan 035E,3.04,24.33,14.06,19.76,20.4,97.8807947,14.61,2.55,14.9,0.39
E01006223,E01006223 : Wigan 036A,4.81,27.64,13.18,41.5,31.23,96.82959049,14,2.56,14.36,0.3
E01006225,E01006225 : Wigan 036B,3.33,31.82,42.34,13.44,15.96,97.6599064,13.16,2.58,13.96,0.43
E01006261,E01006261 : Wigan 036C,4.14,20.8,6.62,32.31,32,94.93865031,13.7,2.4,14.09,0.38
E01006264,E01006264 : Wigan 036D,2.17,30.54,46.21,3.3,4.67,98.45559846,12.63,2.41,13.69,0.42
E01006265,E01006265 : Wigan 036E,5.15,25.74,15.78,51.53,25.56,95.33762058,12.67,2.56,13.68,0.37
E01006296,E01006296 : Wigan 037A,8.91,17.5,4.93,50.65,62.24,95.20348837,12.34,2.13,12.34,0.35
E01006298,E01006298 : Wigan 037B,8.58,20.23,2.79,43.02,60.21,96.17647059,12.04,2.12,12.19,0.36
E01006299,E01006299 : Wigan 037C,3.89,34.81,13.32,32.26,21.31,98.62385321,12.01,2.17,12.37,0.43
E01006300,E01006300 : Wigan 037D,1.8,38.15,31.63,0.66,8.07,98.35255354,12.19,2.16,12.26,0.54
E01006301,E01006301 : Wigan 037E,2.69,40.24,55.95,2.21,8.16,99.31972789,11.85,2.05,12.43,0.47
E01006227,E01006227 : Wigan 038A,3.31,24.42,14.74,16.01,17.88,96.66666667,14.23,2.74,15,0.4
E01006228,E01006228 : Wigan 038B,4.75,21.57,12.38,38.36,37.45,96.10738255,13.67,2.71,14.59,0.32
E01006342,E01006342 : Wigan 038C,6.17,20.89,8.78,14.87,47.53,97.02549575,13.35,2.58,14.19,0.43
E01006344,E01006344 : Wigan 038D,7.07,17.48,4.18,7.84,52.96,93.20557491,13.35,2.58,14.19,0.45
E01006346,E01006346 : Wigan 038E,3.47,24.37,15.82,38.96,38.77,96.18644068,14.25,2.31,14.41,0.37
E01006339,E01006339 : Wigan 039A,3.61,26.65,31.09,0.35,9.15,97.76632302,12.72,2.76,13.89,0.43
E01006340,E01006340 : Wigan 039B,4.03,28.34,24.33,19.34,35.12,96.71532847,12.68,2.8,14,0.45
E01006343,E01006343 : Wigan 039C,3.57,35.21,65.89,11.53,11.04,97.82270607,12.7,2.51,14.09,0.48
E01006345,E01006345 : Wigan 039D,3.25,30.19,29.33,7.7,12.44,98.22485207,12.74,2.37,13.95,0.42
E01006348,E01006348 : Wigan 039E,3.03,38.72,56.03,9.65,13.2,98.8372093,13.53,2.16,14.19,0.47
E01006302,E01006302 : Wigan 040A,3.87,31.29,31.4,28.7,17.5,97.55469755,12.25,2.24,13.05,0.37
E01006303,E01006303 : Wigan 040B,3.75,30.8,26.67,28.65,12.34,97.30496454,12.06,2.38,13.18,0.39
E01006304,E01006304 : Wigan 040C,4.35,28.34,32.18,22.66,22.95,98.48254932,12.17,1.93,13.97,0.41
E01006341,E01006341 : Wigan 040D,5.24,25.78,21.22,15.12,50.79,95.7615894,12.36,2.47,13.6,0.45
E01006347,E01006347 : Wigan 040E,2.55,33.62,44.51,2.16,7.43,99.37984496,12.83,1.96,13.68,0.4
E01005357,E01005357 : Oldham 001A,1.29,31.11,29.85,2.94,12.52,98.53658537,12.8,1.86,12.37,0.35
E01005358,E01005358 : Oldham 001B,5.55,18.91,1.54,51.19,43.16,93.58437936,12.62,1.94,11.48,0.4
E01005359,E01005359 : Oldham 001C,3.67,25.47,12.4,16.36,15.55,96.96969697,12.79,1.9,11.81,0.35
E01005360,E01005360 : Oldham 001D,6.41,21.11,10.78,15.47,35.99,95.3125,13.62,1.99,12.08,0.43
E01005441,E01005441 : Oldham 002A,7.44,21.53,9.01,29.14,53.13,93.75830013,12.66,1.93,11.72,0.37
E01005442,E01005442 : Oldham 002B,4.81,29.38,13.15,13.67,10.33,98.44020797,12.42,1.91,11.77,0.36
E01005444,E01005444 : Oldham 002C,6.14,19.07,1.98,47.87,35.4,93.76899696,12.79,1.94,11.69,0.34
E01005445,E01005445 : Oldham 002D,6.77,22.93,6.65,72.05,53.32,90.36144578,12.87,1.98,11.64,0.22
E01005361,E01005361 : Oldham 003A,3.07,27.97,21.17,15.33,11.52,97.82903664,13.18,2.02,11.79,0.41
E01005443,E01005443 : Oldham 003B,4.05,40.88,61.99,19.74,7.75,98.33641405,11.62,1.8,11.75,0.5
E01005446,E01005446 : Oldham 003C,7.05,25.55,17.17,40.24,31.7,95.11784512,13.13,2.02,11.8,0.39
E01005447,E01005447 : Oldham 003D,8.95,21.55,2.79,50.7,57.36,92.77777778,13.49,2.1,11.87,0.29
E01005390,E01005390 : Oldham 004A,4.31,25.68,4.28,40.46,20.2,97.53694581,14.22,1.97,12.39,0.37
E01005394,E01005394 : Oldham 004B,3.76,34.65,24.22,23.76,16.36,96.42857143,14.02,1.89,12.6,0.42
E01005395,E01005395 : Oldham 004C,4.7,27.5,12.96,33.92,15.41,96.63461538,13.52,1.88,12.06,0.35
E01005396,E01005396 : Oldham 004D,5.56,29.08,23.69,9.76,21.84,96.49122807,14.22,1.89,12.47,0.44
E01005355,E01005355 : Oldham 005A,5.4,23.71,7.56,61.58,29.21,93.41894061,14.29,2.22,11.96,0.33
E01005356,E01005356 : Oldham 005B,3.73,30.85,62.08,20.36,13.97,96.01593625,14.82,2.48,12.04,0.4
E01005399,E01005399 : Oldham 005C,3.86,24.23,3.8,33.8,18.42,96.61495063,15.55,2.66,12.23,0.34
E01005403,E01005403 : Oldham 005D,5.24,30.4,24.17,34.88,20.66,96.09261939,14.87,2.37,12.29,0.4
E01005410,E01005410 : Oldham 006A,2.87,43.36,50.24,19.32,12.82,98.05825243,8.36,1.52,9.68,0.58
E01005411,E01005411 : Oldham 006B,5.11,37.79,18.89,27.17,27.04,97.69021739,10.13,1.88,10.38,0.52
E01005414,E01005414 : Oldham 006C,2.1,44,34.22,27.48,18.04,96.61319073,8.99,1.62,10.09,0.62
